raw_sid,namespace,pkdb_sid,study_name,pmid,pmcid,doi,title,raw_data_path,paperclip_available,paperclip_text_availability,paperclip_id,paperclip_source,paperclip_document_path,paperclip_url,match_method,match_note
PKDB00388,pkdb,PKDB00388,Burns1991,1848168,,,Indocyanine green elimination in patients with liver disease and in normal subjects.,pkdb/PKDB00388/study.json,yes,abstract_only,oa_W2435059856,abstracts,,https://doi.org/10.1042/cs0800155,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00414,pkdb,PKDB00414,Niemann2000,10801242,,,Indocyanine green kinetics characterize blood volume and flow distribution and their alteration by propranolol.,pkdb/PKDB00414/study.json,yes,abstract_only,oa_W2076218874,abstracts,,https://doi.org/10.1067/mcp.2000.104945,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00400,pkdb,PKDB00400,Kanstrup1987,3816112,,,Indocyanine green plasma clearance as a measure of changes in hepatic blood flow.,pkdb/PKDB00400/study.json,yes,abstract_only,oa_W1994717728,abstracts,,https://doi.org/10.1111/j.1475-097x.1987.tb00633.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00505,pkdb,PKDB00505,Pind2016,27172450,,,Indocyanine green retention test (ICG-r15) as a noninvasive predictor of portal hypertension in patients with different severity of cirrhosis.,pkdb/PKDB00505/study.json,yes,abstract_only,oa_W2360260480,abstracts,,https://doi.org/10.1097/meg.0000000000000611,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00410,pkdb,PKDB00410,Moeller2018,30221390,,,Indocyanine green retention test in cirrhosis and portal hypertension: Accuracy and relation to severity of disease.,pkdb/PKDB00410/study.json,yes,abstract_only,oa_W2891062561,abstracts,,https://doi.org/10.1111/jgh.14470,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00390,pkdb,PKDB00390,Cherrik1960,13809697,PMC293343,10.1172/JCI104072,"Indocyanine green: observations on its physical properties, plasma decay, and hepatic extraction.",pkdb/PKDB00390/study.json,yes,abstract_only,oa_W2129028425,abstracts,,https://doi.org/10.1172/jci104072,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00453,pkdb,PKDB00453,Djordjevic2008,18157525,,,Induction of CYP1A2 by heavy coffee consumption in Serbs and Swedes.,pkdb/PKDB00453/study.json,no,none,,,,,,no_exact_match
PKDB00176,pkdb,PKDB00176,Bedjaoui1984,,,,Influence de l'âge et du sexe sur la pharmacocinétique du paracétamol,pkdb/PKDB00176/study.json,no,none,,,,,,no_exact_match
PKDB00351,pkdb,PKDB00351,Cheng1992,1488408,,,Influence of age and gender on the plasma profiles of 3-hydroxy-3-methylglutaryl-coenzyme A (HMG-CoA) reductase inhibitory activity following multiple doses of lovastatin and simvastatin.,pkdb/PKDB00351/study.json,no,none,,,,,,no_exact_match
PKDB00034,pkdb,PKDB00034,George1986,3802578,,,Influence of alcohol and caffeine consumption on caffeine elimination.,pkdb/PKDB00034/study.json,yes,abstract_only,oa_W2150318679,abstracts,,https://doi.org/10.1111/j.1440-1681.1986.tb02414.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00532,pkdb,PKDB00532,Cerqueira2005,16291718,,,Influence of chronic renal failure on stereoselective metoprolol metabolism in hypertensive patients.,pkdb/PKDB00532/study.json,yes,abstract_only,oa_W2048604678,abstracts,,https://doi.org/10.1177/0091270005281816,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00533,pkdb,PKDB00533,Jin2008,18834373,,,Influence of CYP2D6*10 on the pharmacokinetics of metoprolol in healthy Korean volunteers.,pkdb/PKDB00533/study.json,no,none,,,,,,no_exact_match
PKDB00006,pkdb,PKDB00006,Balogh1995,7589032,,,Influence of ethinylestradiol-containing combination oral contraceptives with gestodene or levonorgestrel on caffeine elimination.,pkdb/PKDB00006/study.json,no,none,,,,,,no_exact_match
PKDB00455,pkdb,PKDB00455,Gunes2009,19450128,,,"Influence of genetic polymorphisms, smoking, gender and age on CYP1A2 activity in a Turkish population.",pkdb/PKDB00455/study.json,yes,abstract_only,oa_W2054786439,abstracts,,https://doi.org/10.2217/pgs.09.22,title_exact,Abstract corpus record; no Paperclip full-text document path.
Gugilla2002,legacy,,Gugilla2002,12142633,,,Influence of menstrual cycle on the pharmacokinetics of paracetamol through salivary compartment in healthy subjects.,legacy/Gugilla2002/study.json,yes,abstract_only,oa_W2328575191,abstracts,,https://doi.org/10.1097/00007691-200208000-00006,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00385,pkdb,PKDB00385,Joeres1987,3628469,,,Influence of mexiletine on caffeine elimination.,pkdb/PKDB00385/study.json,no,none,,,,,,no_exact_match
956401,pmid,,Felig1976,956401,PMC333235,10.1172/JCI108523,Influence of physiologic hyperglucagonemia on basal and insulin-inhibited splanchnic glucose output in normal man.,pmid/956401/study.json,yes,abstract_only,oa_W1984224264,abstracts,,https://doi.org/10.1172/jci108523,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00150,pkdb,PKDB00150,Miners1983,6416284,PMC1428054,10.1111/j.1365-2125.1983.tb02207.x,Influence of sex and oral contraceptive steroids on paracetamol metabolism.,pkdb/PKDB00150/study.json,yes,abstract_only,oa_W2054944069,abstracts,,https://doi.org/10.1111/j.1365-2125.1983.tb02207.x,doi_exact,Abstract corpus record; no Paperclip full-text document path.
12058342,pmid,PKDB00650,Geiss2002,12058342,,,Influence of simvastatin on LDL-subtypes in patients with heterozygous familial hypercholesterolemia and in patients with diabetes mellitus and mixed hyperlipoproteinemia.,pmid/12058342/study.json,yes,abstract_only,oa_W2005516314,abstracts,,https://doi.org/10.1055/s-2002-32150,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00044,pkdb,PKDB00044,Joeres1988,3371873,,,Influence of smoking on caffeine elimination in healthy volunteers and in patients with alcoholic liver cirrhosis.,pkdb/PKDB00044/study.json,yes,abstract_only,oa_W1989473417,abstracts,,https://doi.org/10.1002/hep.1840080323,title_exact,Abstract corpus record; no Paperclip full-text document path.
833277,pmid,,Wahren1977,833277,PMC333360,10.1172/JCI108641,Influence of somatostatin on splanchnic glucose metabolism in postabsorptive and 60-hour fasted humans.,pmid/833277/study.json,yes,abstract_only,oa_W2004890167,abstracts,,https://doi.org/10.1172/jci108641,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00103,pkdb,PKDB00103,Molanaei2010,19940985,,,Influence of the CYP2D6 polymorphism and hemodialysis on codeine disposition in patients with end-stage renal disease.,pkdb/PKDB00103/study.json,yes,abstract_only,oa_W2007504753,abstracts,,https://doi.org/10.1007/s00228-009-0759-8,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00135,pkdb,PKDB00135,Hoogwerf1986,3511350,,,"Infusion of synthetic human C-peptide does not affect plasma glucose, serum insulin, or plasma glucagon in healthy subjects.",pkdb/PKDB00135/study.json,no,none,,,,,,no_exact_match
3722329,pmid,,LicinioPaixao1986,3722329,,,Ingestion of a mixed meal does not affect the metabolic clearance rate of biosynthetic human C-peptide.,pmid/3722329/study.json,yes,abstract_only,oa_W1975894647,abstracts,,https://doi.org/10.1210/jcem-63-2-401,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00438,pkdb,PKDB00438,Brazier1980,7371698,,,Inhibition by idrocilamide of the disposition of caffeine.,pkdb/PKDB00438/study.json,no,none,,,,,,no_exact_match
PKDB00314,pkdb,PKDB00314,Perucca1994,7955810,,,Inhibition of diazepam metabolism by fluvoxamine: a pharmacokinetic study in normal volunteers.,pkdb/PKDB00314/study.json,yes,abstract_only,oa_W2059888400,abstracts,,https://doi.org/10.1038/clpt.1994.167,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00008,pkdb,PKDB00008,Beach1986,3948467,,,Inhibition of elimination of caffeine by disulfiram in normal subjects and recovering alcoholics.,pkdb/PKDB00008/study.json,yes,abstract_only,oa_W2017718637,abstracts,,https://doi.org/10.1038/clpt.1986.37,title_exact,Abstract corpus record; no Paperclip full-text document path.
4127645,pmid,,Alberti1973,4127645,,,Inhibition of insulin secretion by somatostatin.,pmid/4127645/study.json,no,none,,,,,,no_exact_match
PKDB00033,pkdb,PKDB00033,Fuhr1993a,8485024,PMC1381556,,"Inhibitory effect of grapefruit juice and its bitter principal, naringenin, on CYP1A2 dependent metabolism of caffeine in man.",pkdb/PKDB00033/study.json,yes,abstract_only,oa_W2079752760,abstracts,,https://doi.org/10.1111/j.1365-2125.1993.tb04162.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
3514335,pmid,,Hampton1986,3514335,,,Insulin and C-peptide levels after oral and intravenous glucose. Contribution of enteroinsular axis to insulin secretion.,pmid/3514335/study.json,yes,abstract_only,oa_W1979251485,abstracts,,https://doi.org/10.2337/diab.35.5.612,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00263,pkdb,PKDB00263,Shapiro1987,3315785,,,Insulin secretion and clearance. Comparison after oral and intravenous glucose.,pkdb/PKDB00263/study.json,yes,abstract_only,oa_W2047015653,abstracts,,https://doi.org/10.2337/diab.36.12.1365,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00515,pkdb,PKDB00515,Nishio2005,16097365,,,Interaction between amlodipine and simvastatin in patients with hypercholesterolemia and hypertension.,pkdb/PKDB00515/study.json,yes,abstract_only,oa_W2069069910,abstracts,,https://doi.org/10.1291/hypres.28.223,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00207,pkdb,PKDB00207,Kupferschmidt1995,7628179,,,Interaction between grapefruit juice and midazolam in humans.,pkdb/PKDB00207/study.json,yes,abstract_only,oa_W2013822904,abstracts,,https://doi.org/10.1016/0009-9236(95)90068-3,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00040,pkdb,PKDB00040,Healy1989,2729942,PMC172463,,Interaction between oral ciprofloxacin and caffeine in normal volunteers.,pkdb/PKDB00040/study.json,yes,abstract_only,oa_W2050824432,abstracts,,https://doi.org/10.1128/aac.33.4.474,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00467,pkdb,PKDB00467,KinzigSchippers1999,10096258,,,Interaction of pefloxacin and enoxacin with the human cytochrome P450 enzyme CYP1A2.,pkdb/PKDB00467/study.json,yes,abstract_only,oa_W2106820983,abstracts,,https://doi.org/10.1016/s0009-9236(99)70105-0,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00328,pkdb,PKDB00328,Darwish2008,18076219,,,"Interaction profile of armodafinil with medications metabolized by cytochrome P450 enzymes 1A2, 3A4 and 2C19 in healthy subjects.",pkdb/PKDB00328/study.json,no,none,,,,,,no_exact_match
PKDB00370,pkdb,PKDB00370,Prueksaritanont2001,11361054,,,Interactions between simvastatin and troglitazone or pioglitazone in healthy subjects.,pkdb/PKDB00370/study.json,yes,abstract_only,oa_W2122599308,abstracts,,https://doi.org/10.1177/00912700122010311,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00143,pkdb,PKDB00143,Osborne1991,1768572,,,Interethnic differences in drug glucuronidation: a comparison of paracetamol metabolism in Caucasians and Chinese.,pkdb/PKDB00143/study.json,yes,abstract_only,oa_W1523805757,abstracts,,https://doi.org/10.1111/j.1365-2125.1991.tb03988.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00112,pkdb,PKDB00112,Yue1989a,2611085,PMC1380033,,Interindividual and interethnic differences in the demethylation and glucuronidation of codeine.,pkdb/PKDB00112/study.json,yes,abstract_only,oa_W2096091093,abstracts,,https://doi.org/10.1111/j.1365-2125.1989.tb03555.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00005,pkdb,PKDB00005,Balogh1992,1304170,,,Intra-individual variability of caffeine elimination in healthy subjects.,pkdb/PKDB00005/study.json,no,none,,,,,,no_exact_match
PKDB00183,pkdb,PKDB00183,Paintaud1998,9516037,,,Intraindividual variability of paracetamol absorption kinetics after a semi-solid meal in healthy volunteers.,pkdb/PKDB00183/study.json,no,none,,,,,,no_exact_match
PKDB00419,pkdb,PKDB00419,Thomas2015,25581073,PMC4430775,10.1111/hpb.12380,Intraoperative simulation of remnant liver function during anatomic liver resection with indocyanine green clearance (LiMON) measurements.,pkdb/PKDB00419/study.json,no,none,,,,,,no_exact_match
PKDB00211,pkdb,PKDB00211,Kharasch2004,15536460,,,Intravenous and oral alfentanil as in vivo probes for hepatic and first-pass cytochrome P450 3A activity: noninvasive assessment by use of pupillary miosis.,pkdb/PKDB00211/study.json,yes,abstract_only,oa_W1987952101,abstracts,,https://doi.org/10.1016/j.clpt.2004.07.006,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00528,pkdb,PKDB00528,Walt1985,4029717,PMC1432870,10.1136/gut.26.9.902,Intravenous omeprazole rapidly raises intragastric pH.,pkdb/PKDB00528/study.json,yes,abstract_only,oa_W2151461746,abstracts,,https://doi.org/10.1136/gut.26.9.902,doi_exact,Abstract corpus record; no Paperclip full-text document path.
10340911,pmid,PKDB00573,Abdelrahman1999,10340911,,,Investigation of terbinafine as a CYP2D6 inhibitor in vivo.,pmid/10340911/study.json,yes,abstract_only,oa_W2031205523,abstracts,,https://doi.org/10.1016/s0009-9236(99)70065-2,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00360,pkdb,PKDB00360,Marino2000,10934672,,,Irbesartan does not affect the pharmacokinetics of simvastatin in healthy subjects.,pkdb/PKDB00360/study.json,yes,abstract_only,oa_W2101938855,abstracts,,https://doi.org/10.1177/00912700022009611,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00480,pkdb,PKDB00480,Puri2020,32071850,PMC7016269,10.1016/j.jobcr.2020.01.010,"Is there a sex difference in adult salivary clearance of caffeine (1,3,7-trimethylpurine-2,6-dione)?",pkdb/PKDB00480/study.json,no,none,,,,,,no_exact_match
PKDB00298,pkdb,PKDB00298,Greenblatt2004,15145968,,,"Kinetics and EEG effects of midazolam during and after 1-minute, 1-hour, and 3-hour intravenous infusions.",pkdb/PKDB00298/study.json,yes,abstract_only,oa_W1988905278,abstracts,,https://doi.org/10.1177/0091270004265368,title_exact,Abstract corpus record; no Paperclip full-text document path.
7002186,pmid,,Prescott1980,7002186,PMC1430174,,Kinetics and metabolism of paracetamol and phenacetin.,pmid/7002186/study.json,yes,abstract_only,oa_W2008839228,abstracts,,https://doi.org/10.1111/j.1365-2125.1980.tb01812.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00188,pkdb,PKDB00188,Clements1978,688732,,,Kinetics of acetaminophen absorption and gastric emptying in man.,pkdb/PKDB00188/study.json,yes,abstract_only,oa_W2260970843,abstracts,,https://doi.org/10.1002/cpt1978244420,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00331,pkdb,PKDB00331,Ochs1985,3155675,,,"Kinetics of diazepam, midazolam, and lorazepam in cigarette smokers.",pkdb/PKDB00331/study.json,no,none,,,,,,no_exact_match
659633,pmid,,Faber1978,659633,PMC371754,10.1172/JCI109106,Kinetics of human connecting peptide in normal and diabetic subjects.,pmid/659633/study.json,yes,abstract_only,oa_W2072271848,abstracts,,https://doi.org/10.1172/jci109106,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00194,pkdb,PKDB00194,Nelson1963,,,,Kinetics of the Metabolism of Acetaminophen by Humans,pkdb/PKDB00194/study.json,no,none,,,,,,no_exact_match
2198434,pmid,,Wojcikowski1990,2198434,,,Lack of effect of high-dose biosynthetic human C-peptide on pancreatic hormone release in normal subjects.,pmid/2198434/study.json,no,none,,,,,,no_exact_match
PKDB00108,pkdb,PKDB00108,Somogyi1991,1804656,,,Lack of effect of paracetamol on the pharmacokinetics and metabolism of codeine in man.,pkdb/PKDB00108/study.json,no,none,,,,,,no_exact_match
PKDB00325,pkdb,PKDB00325,Ma2009,19220276,PMC2675050,10.1111/j.1365-2125.2008.03361.x,Lack of effect of subject posture on intravenous midazolam clearance: implications for hepatic cytochrome P450 3A phenotyping.,pkdb/PKDB00325/study.json,no,none,,,,,,no_exact_match
28063968,pmid,,Nielsen2017,28063968,,,"Lack of genetic association between OCT1, ABCB1, and UGT2B7 variants and morphine pharmacokinetics.",pmid/28063968/study.json,no,none,,,,,,no_exact_match
PKDB00041,pkdb,PKDB00041,Healy1991,2069371,PMC245075,10.1128/AAC.35.4.660,Lack of interaction between lomefloxacin and caffeine in normal volunteers.,pkdb/PKDB00041/study.json,yes,abstract_only,oa_W2023112894,abstracts,,https://doi.org/10.1128/aac.35.4.660,doi_exact,Abstract corpus record; no Paperclip full-text document path.
28271978,pmid,PKDB00580,Dorado2017,28271978,,,Lessons from Cuba for Global Precision Medicine: CYP2D6 Genotype Is Not a Robust Predictor of CYP2D6 Ultrarapid Metabolism.,pmid/28271978/study.json,no,none,,,,,,no_exact_match
PKDB00310,pkdb,PKDB00310,Gelman1984,6507927,,,Liver circulation and function during isoflurane and halothane anesthesia.,pkdb/PKDB00310/study.json,yes,abstract_only,oa_W2051717835,abstracts,,https://doi.org/10.1097/00000542-198412000-00017,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00504,pkdb,PKDB00504,Kagawa2017,27863442,PMC5324621,10.1002/hep.28950,Loss of organic anion transporting polypeptide 1B3 function causes marked delay in indocyanine green clearance without any clinical symptoms.,pkdb/PKDB00504/study.json,yes,full_text,PMC5324621,pmc,/papers/PMC5324621/content.lines,https://paperclip.gxl.ai/citations/papers/PMC5324621,pmcid_exact,
PKDB00449,pkdb,PKDB00449,Christensen2002,11907488,,,Low daily 10-mg and 20-mg doses of fluvoxamine inhibit the metabolism of both caffeine (cytochrome P4501A2) and omeprazole (cytochrome P4502C19).,pkdb/PKDB00449/study.json,yes,abstract_only,oa_W2023580320,abstracts,,https://doi.org/10.1067/mcp.2002.121788,title_exact,Abstract corpus record; no Paperclip full-text document path.
856672,pmid,,Ebert1977,856672,PMC1411287,10.1136/gut.18.2.121,Lowering of fasting and food stimulated serum immunoreactive gastric inhibitory polypeptide (GIP) by glucagon.,pmid/856672/study.json,yes,abstract_only,oa_W2030455555,abstracts,,https://doi.org/10.1136/gut.18.2.121,doi_exact,Abstract corpus record; no Paperclip full-text document path.
32165665,pmid,,Malfatti2020,32165665,PMC7067795,10.1038/s41598-020-60982-8,Manipulation of the Gut Microbiome Alters Acetaminophen Biodisposition in Mice.,pmid/32165665/study.json,yes,full_text,PMC7067795,pmc,/papers/PMC7067795/content.lines,https://paperclip.gxl.ai/citations/papers/PMC7067795,pmcid_exact,
PKDB00249,pkdb,PKDB00249,Erp2011,20512335,PMC3043256,10.1007/s00280-010-1367-0,Marginal increase of sunitinib exposure by grapefruit juice.,pkdb/PKDB00249/study.json,yes,full_text,PMC3043256,pmc,/papers/PMC3043256/content.lines,https://paperclip.gxl.ai/citations/papers/PMC3043256,pmcid_exact,
6368593,pmid,,Bolli1984,6368593,PMC425102,10.1172/JCI111315,Mechanisms of glucagon secretion during insulin-induced hypoglycemia in man. Role of the beta cell and arterial hyperinsulinemia.,pmid/6368593/study.json,yes,abstract_only,oa_W1997046391,abstracts,,https://doi.org/10.1172/jci111315,doi_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00472,pkdb,PKDB00472,Lane1992,1483492,,,Menstrual cycle effects on caffeine elimination in the human female.,pkdb/PKDB00472/study.json,no,none,,,,,,no_exact_match
2721118,pmid,,Frayn1989,2721118,,,Metabolic characteristics of human adipose tissue in vivo.,pmid/2721118/study.json,no,none,,,,,,no_exact_match
PKDB00367,pkdb,PKDB00367,Cheng1994,8149872,,,Metabolic disposition of simvastatin in patients with T-tube drainage.,pkdb/PKDB00367/study.json,no,none,,,,,,no_exact_match
PKDB00506,pkdb,PKDB00506,Skak1987,3613884,,,Methodological problems in the use of indocyanine green to estimate hepatic blood flow and ICG clearance in man.,pkdb/PKDB00506/study.json,yes,abstract_only,oa_W1968322810,abstracts,,https://doi.org/10.1111/j.1600-0676.1987.tb00336.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00322,pkdb,PKDB00322,Eeckhoudt2001,11471773,,,Midazolam and cortisol metabolism before and after CYP3A induction in humans.,pkdb/PKDB00322/study.json,yes,abstract_only,oa_W1981651086,abstracts,,https://doi.org/10.5414/cpp39293,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00181,pkdb,PKDB00181,Allonen1981,6117393,,,Midazolam kinetics.,pkdb/PKDB00181/study.json,yes,abstract_only,oa_W4241401467,abstracts,,https://doi.org/10.1038/clpt.1981.217,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00307,pkdb,PKDB00307,Olkkola1994,8181191,,,Midazolam should be avoided in patients receiving the systemic antimycotics ketoconazole or itraconazole.,pkdb/PKDB00307/study.json,yes,abstract_only,oa_W2003692997,abstracts,,https://doi.org/10.1097/00132586-199502000-00014,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00250,pkdb,PKDB00250,Kanto1985,3161005,,,"Midazolam: the first water-soluble benzodiazepine. Pharmacology, pharmacokinetics and efficacy in insomnia and anesthesia.",pkdb/PKDB00250/study.json,yes,abstract_only,oa_W1541682192,abstracts,,https://doi.org/10.1002/j.1875-9114.1985.tb03411.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00085,pkdb,PKDB00085,Thomaseth2008,17706318,,,Model-based assessment of insulin sensitivity of glucose disposal and endogenous glucose production from double-tracer oral glucose tolerance test.,pkdb/PKDB00085/study.json,no,none,,,,,,no_exact_match
Hasselstrom1993,legacy,,Hasselstrom1993,8491060,,,Morphine pharmacokinetics and metabolism in humans. Enterohepatic cycling and relative contribution of metabolites to active opioid concentrations.,legacy/Hasselstrom1993/study.json,no,none,,,,,,no_exact_match
PKDB00078,pkdb,PKDB00078,Israelian2006,16631434,,,Multiple defects in counterregulation of hypoglycemia in modestly advanced type 2 diabetes mellitus.,pkdb/PKDB00078/study.json,no,none,,,,,,no_exact_match
PKDB00488,pkdb,PKDB00488,Syed2005,16158445,,,Multiple dose pharmacokinetics of caffeine administered in chewing gum to normal healthy volunteers.,pkdb/PKDB00488/study.json,yes,abstract_only,oa_W2136442095,abstracts,,https://doi.org/10.1002/bdd.469,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00031,pkdb,PKDB00031,Sahajwalla1991,1800709,,,Multiple-dose acetaminophen pharmacokinetics.,pkdb/PKDB00031/study.json,no,none,,,,,,no_exact_match
8988072,pmid,,Cilla1996,8988072,,,"Multiple-dose pharmacokinetics, pharmacodynamics, and safety of atorvastatin, an inhibitor of HMG-CoA reductase, in healthy subjects.",pmid/8988072/study.json,yes,abstract_only,oa_W1971242943,abstracts,,https://doi.org/10.1016/s0009-9236(96)90218-0,title_exact,Abstract corpus record; no Paperclip full-text document path.
19094067,pmid,,Lerche2009,19094067,,,No increased risk of hypoglycaemic episodes during 48 h of subcutaneous glucagon-like-peptide-1 administration in fasting healthy subjects.,pmid/19094067/study.json,yes,abstract_only,oa_W2135134545,abstracts,,https://doi.org/10.1111/j.1365-2265.2008.03510.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00430,pkdb,PKDB00430,Arold2005,15856409,,,"No relevant interaction with alprazolam, caffeine, tolbutamide, and digoxin by treatment with a low-hyperforin St John's wort extract.",pkdb/PKDB00430/study.json,yes,abstract_only,oa_W1984277226,abstracts,,https://doi.org/10.1055/s-2005-864099,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00335,pkdb,PKDB00335,Shull1976,769632,,,Normal disposition of oxazepam in acute viral hepatitis and cirrhosis.,pkdb/PKDB00335/study.json,yes,abstract_only,oa_W2080617384,abstracts,,https://doi.org/10.7326/0003-4819-84-4-420,title_exact,Abstract corpus record; no Paperclip full-text document path.
9792543,pmid,,Nielsen1998,9792543,,,Normal glucose-induced suppression of glucose production but impaired stimulation of glucose disposal in type 2 diabetes: evidence for a concentration-dependent defect in uptake.,pmid/9792543/study.json,yes,abstract_only,oa_W1971781956,abstracts,,https://doi.org/10.2337/diabetes.47.11.1735,title_exact,Abstract corpus record; no Paperclip full-text document path.
3113968,pmid,,Ullrich1987,3113968,,,"Normal pathways for glucuronidation, sulphation and oxidation of paracetamol in Gilbert's syndrome.",pmid/3113968/study.json,yes,abstract_only,oa_W2039803772,abstracts,,https://doi.org/10.1111/j.1365-2362.1987.tb01242.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00198,pkdb,PKDB00198,Abernethy1982,7075126,,,"Obesity, sex, and acetaminophen disposition.",pkdb/PKDB00198/study.json,yes,abstract_only,oa_W2143981328,abstracts,,https://doi.org/10.1038/clpt.1982.111,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00523,pkdb,PKDB00523,Prichard1985,3880557,,,Omeprazole: a study of its inhibition of gastric pH and oral pharmacokinetics after morning or evening dosage.,pkdb/PKDB00523/study.json,no,none,,,,,,no_exact_match
PKDB00327,pkdb,PKDB00327,Eap2004,15114429,,,Oral administration of a low dose of midazolam (75 microg) as an in vivo probe for CYP3A activity.,pkdb/PKDB00327/study.json,no,none,,,,,,no_exact_match
PKDB00036,pkdb,PKDB00036,Granfors2005,16198659,,,Oral contraceptives containing ethinyl estradiol and gestodene markedly increase plasma concentrations and effects of tizanidine by inhibiting cytochrome P450 1A2.,pkdb/PKDB00036/study.json,yes,abstract_only,oa_W2058864601,abstracts,,https://doi.org/10.1016/j.clpt.2005.06.009,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00202,pkdb,PKDB00202,Thummel1996,8646820,,,Oral first-pass elimination of midazolam involves both gastrointestinal and hepatic CYP3A-mediated metabolism.,pkdb/PKDB00202/study.json,yes,abstract_only,oa_W2107567029,abstracts,,https://doi.org/10.1016/s0009-9236(96)90177-0,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00379,pkdb,PKDB00379,Howden1984,6468483,,,Oral pharmacokinetics of omeprazole.,pkdb/PKDB00379/study.json,no,none,,,,,,no_exact_match
PKDB00444,pkdb,PKDB00444,Cattarossi1988,3063532,,,Oral versus intramuscular loading of caffeine in idiopathic apnoea of prematurity.,pkdb/PKDB00444/study.json,no,none,,,,,,no_exact_match
PKDB00463,pkdb,PKDB00463,Jost1987,3557314,,,Overnight salivary caffeine clearance: a liver function test suitable for routine use.,pkdb/PKDB00463/study.json,yes,abstract_only,oa_W2101325170,abstracts,,https://doi.org/10.1002/hep.1840070221,title_exact,Abstract corpus record; no Paperclip full-text document path.
PKDB00536,pkdb,PKDB00536,Lennard1982,7144837,,,Oxidation phenotype--a major determinant of metoprolol metabolism and response.,pkdb/PKDB00536/study.json,yes,abstract_only,oa_W2092510009,abstracts,,https://doi.org/10.1056/nejm198212163072505,title_exact,Abstract corpus record; no Paperclip full-text document path.
371342,pmid,,Faber1979,371342,,,Pancreatic beta cell secretion during oral and intravenous glucose administration.,pmid/371342/study.json,no,none,,,,,,no_exact_match
PKDB00256,pkdb,PKDB00256,Douglas1978,668775,,,Paracetamol (acetaminophen) kinetics in patients with Gilber's syndrome.,pkdb/PKDB00256/study.json,no,none,,,,,,no_exact_match
PKDB00264,pkdb,PKDB00264,Sommers1987,3679251,,,Paracetamol conjugation: an interethnic and dietary study.,pkdb/PKDB00264/study.json,no,none,,,,,,no_exact_match
PKDB00120,pkdb,PKDB00120,Prescott1989,2744070,,,Paracetamol disposition and metabolite kinetics in patients with chronic renal failure.,pkdb/PKDB00120/study.json,no,none,,,,,,no_exact_match
PKDB00124,pkdb,PKDB00124,Perucca1979,760753,PMC1429435,,Paracetamol disposition in normal subjects and in patients treated with antiepileptic drugs.,pkdb/PKDB00124/study.json,yes,abstract_only,oa_W2042271989,abstracts,,https://doi.org/10.1111/j.1365-2125.1979.tb00922.x,title_exact,Abstract corpus record; no Paperclip full-text document path.
